date,price,close,high,low,open,volume,r,pattern
2025-10-25 00:00:00,110744.3671875,111072.5234375,110704.40625,111042.21875,0,,0.0013936689854894269,no-pattern
2025-10-25 01:00:00,111050.875,111227.4296875,110797.140625,110797.140625,0,,-0.0006869623057461638,no-pattern
2025-10-25 02:00:00,111086.2578125,111151.046875,110987.640625,111107.0,276320256,,-3.626887211893859e-05,no-pattern
2025-10-25 03:00:00,111074.65625,111147.015625,111045.9921875,111093.7421875,0,,0.002749397588186042,no-pattern
2025-10-25 04:00:00,111298.0,111453.0234375,111056.578125,111056.578125,0,,-0.00042263279119580943,no-pattern
2025-10-25 05:00:00,111360.046875,111405.9296875,111115.140625,111255.6875,0,,0.0008752855426816808,no-pattern
2025-10-25 06:00:00,111397.140625,111503.484375,111307.28125,111490.4609375,0,,0.0020758339606334886,no-pattern
2025-10-25 07:00:00,111519.5625,111735.1875,111403.0390625,111405.796875,0,,0.00044864450764947605,no-pattern
2025-10-25 08:00:00,111785.328125,111785.328125,111503.421875,111525.0859375,0,,0.0004960847140527136,no-pattern
2025-10-25 09:00:00,111543.375,111840.796875,111532.4375,111784.2265625,0,,-0.0009196283348380518,no-pattern
2025-10-25 10:00:00,111633.953125,111737.9921875,111445.4140625,111540.1328125,0,,-0.0005425712217608236,no-pattern
2025-10-25 11:00:00,111606.1484375,111677.3828125,111556.140625,111614.4921875,0,,0.002298976801066388,no-pattern
2025-10-25 12:00:00,111934.421875,111934.421875,111579.3828125,111598.2890625,0,,-4.5158598645400616e-05,no-pattern
2025-10-25 13:00:00,111678.609375,111929.3671875,111573.0,111929.3671875,0,,-0.0015042411287033985,no-pattern
2025-10-25 14:00:00,111602.8203125,111761.125,111570.4296875,111691.109375,0,,-0.00136222925218199,no-pattern
2025-10-25 15:00:00,111404.171875,111608.984375,111380.9765625,111602.640625,0,,-0.0012890191732495282,no-pattern
2025-10-25 16:00:00,111374.140625,111465.2109375,111228.3125,111412.9921875,5053507584,,1.4298080925456702e-05,no-pattern
2025-10-25 17:00:00,111370.890625,111466.8046875,111336.5,111384.359375,0,,0.0023996695283994285,no-pattern
2025-10-25 18:00:00,111696.421875,111734.609375,111354.390625,111372.7109375,0,,-6.999251376527127e-05,no-pattern
2025-10-25 19:00:00,111622.515625,111726.7890625,111611.6171875,111726.7890625,118685696,,-0.0005848841813520522,no-pattern
2025-10-25 20:00:00,111498.390625,111661.4609375,111432.8046875,111628.8515625,0,,-0.001707506642771861,no-pattern
2025-10-25 21:00:00,111447.46875,111470.9609375,111367.8671875,111470.9609375,0,,0.001978238211489014,no-pattern
2025-10-25 22:00:00,111667.625,111691.6953125,111435.96875,111471.3359375,0,,-7.687471750728037e-05,no-pattern
2025-10-25 23:00:00,111654.6953125,111683.109375,111565.890625,111650.7421875,681207808,,0.0016706755316722166,no-pattern
2025-10-26 00:00:00,111745.9296875,111869.8515625,111577.3359375,111650.640625,324890624,,-0.0003813751778380947,no-pattern
2025-10-26 01:00:00,111635.015625,111827.1953125,111608.1328125,111736.3828125,0,,-0.0012347389810898335,no-pattern
2025-10-26 02:00:00,111474.84375,111689.203125,111466.53125,111648.953125,220712960,,-0.0017114964562292556,no-pattern
2025-10-26 03:00:00,111288.1171875,111498.2109375,111284.1953125,111476.140625,0,,-0.00029685375188215346,no-pattern
2025-10-26 04:00:00,111439.109375,111465.1171875,111268.546875,111286.78125,0,,0.0015270581953110707,no-pattern
2025-10-26 05:00:00,111629.78125,111635.4609375,111393.90625,111441.8671875,0,,0.00022307850811564833,no-pattern
2025-10-26 06:00:00,111630.1640625,111660.3671875,111557.0234375,111621.03125,0,,0.0005955185621893122,no-pattern
2025-10-26 07:00:00,111718.9140625,111726.8828125,111624.078125,111629.9453125,0,,0.001127324176975364,no-pattern
2025-10-26 08:00:00,111797.9609375,111852.90625,111734.4140625,111734.4140625,484401152,,0.00753088564970561,no-pattern
2025-10-26 09:00:00,112464.703125,112698.4375,111741.8125,111794.4765625,1188720640,,-0.0013222930076164374,no-pattern
2025-10-26 10:00:00,112450.4296875,112549.515625,112252.7890625,112494.671875,939939840,,0.006905207097139154,no-pattern
2025-10-26 11:00:00,113275.234375,113329.3828125,112468.171875,112468.171875,1191929856,,0.0037960663653873183,no-pattern
2025-10-26 12:00:00,113605.4921875,113760.40625,113292.453125,113292.453125,2468548608,,0.0011874415108525938,no-pattern
2025-10-26 13:00:00,113723.4375,113895.5703125,113343.234375,113572.203125,1655738368,,-0.00034350683075601296,no-pattern
2025-10-26 14:00:00,113575.6796875,113856.453125,113565.921875,113709.9921875,1484914688,,-0.0014017315125354202,no-pattern
2025-10-26 15:00:00,113693.71875,113696.96875,113453.0078125,113555.3046875,255092736,,9.866750775699984e-05,no-pattern
2025-10-26 16:00:00,113549.6640625,113708.1875,113315.171875,113695.7890625,1280444416,,2.8925049324612928e-05,no-pattern
2025-10-26 17:00:00,113460.6171875,113711.4765625,113460.6171875,113531.0078125,477335552,,0.00032230997334536937,no-pattern
2025-10-26 18:00:00,113628.78125,113748.1328125,113452.5703125,113455.15625,219678720,,-0.00044790984516218657,no-pattern
2025-10-26 19:00:00,113562.71875,113697.1953125,113520.5546875,113608.1875,132755456,,-0.0010010340132513562,no-pattern
2025-10-26 20:00:00,113416.015625,113583.4375,113388.390625,113583.4375,133591040,,-0.0002997282415329039,no-pattern
2025-10-26 21:00:00,113439.9296875,113549.3984375,113034.421875,113366.359375,788332544,,0.012846116164434207,no-pattern
2025-10-26 22:00:00,114670.8125,115017.4765625,113450.8515625,113450.8515625,3707011072,,-0.0011545669845602902,no-pattern
2025-10-26 23:00:00,114455.125,114884.7578125,114409.796875,114664.7890625,2526691328,,0.0016418062655905175,no-pattern
2025-10-27 00:00:00,114819.1953125,115073.53125,114431.703125,114557.6640625,1746432000,,0.002304766069586961,no-pattern
2025-10-27 01:00:00,115296.9296875,115339.0546875,114720.484375,114771.8046875,350879744,,0.0008072117307271753,no-pattern
2025-10-27 02:00:00,114903.3046875,115432.1953125,114828.8046875,115285.6875,2316316672,,-0.0022224534308694643,no-pattern
2025-10-27 03:00:00,114961.671875,115175.9375,114854.0234375,114890.8828125,63451136,,0.0008703677766632723,no-pattern
2025-10-27 04:00:00,115244.3671875,115276.2265625,114969.3515625,114976.34375,1632026624,,0.002815415812900568,no-pattern
2025-10-27 05:00:00,115572.5703125,115601.234375,115243.8671875,115243.8671875,518025216,,0.004049313627000117,no-pattern
2025-10-27 06:00:00,116070.2890625,116070.2890625,115405.1171875,115558.015625,4065492992,,7.208464800356751e-05,no-pattern
2025-10-27 07:00:00,115579.359375,116078.65625,115500.515625,116002.109375,3715121152,,-0.004448748850890638,no-pattern
2025-10-27 08:00:00,114994.0078125,115563.3984375,114926.6171875,115562.3515625,2412826624,,-0.00210305887850204,no-pattern
2025-10-27 09:00:00,115263.0703125,115320.6171875,114835.796875,115006.6796875,0,,0.0016121363704968417,no-pattern
2025-10-27 10:00:00,115418.3359375,115506.6796875,115157.9765625,115255.3359375,1312452608,,-1.190414431206932e-05,no-pattern
2025-10-27 11:00:00,115418.453125,115505.3046875,115204.21875,115423.5703125,0,,-0.00120880523750877,no-pattern
2025-10-27 12:00:00,115054.4921875,115365.765625,115042.0625,115365.765625,0,,-0.00031819634283003495,no-pattern
